Reporting Period,Project Number,City,County,State,Zip Code,Sector,Latitude ,Longitude
43555,4611-25238,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4611-25235,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4611-22125,Pennellville,Oswego,NY,13132,Non-Residential,43.263181,-76.241571
43555,4630-28083,Hannibal,Oswego,NY,13074,Non-Residential,43.310306,-76.552826
43555,4630-26944,Phoenix,Oswego,NY,13135,Non-Residential,43.250396,-76.316143
43555,4630-32202,Sandy Creek,Oswego,NY,13145,Non-Residential,43.655206,-76.129967
43555,4630-36230,Pennellville,Oswego,NY,13132,Non-Residential,43.263181,-76.241571
43555,4630-37629,Phoenix,Oswego,NY,13135,Non-Residential,43.250396,-76.316143
43555,4630-32282,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4630-40088,Hannibal,Oswego,NY,13074,Non-Residential,43.310306,-76.552826
43555,4627-31043,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4630-26014,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4630-32254,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4630-32840,Central Square,Oswego,NY,13036,Non-Residential,43.309824,-76.166889
43555,4630-28084,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4630-31897,Phoenix,Oswego,NY,13135,Non-Residential,43.250396,-76.316143
43555,4658-35314,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4643-24963,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4659-25495,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4658-43659,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4704-26456,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4704-26458,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4704-26168,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4706-26166,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4706-26165,Fulton,Oswego,NY,13069,Non-Residential,43.324957,-76.390481
43555,4801-28718,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4848-31994,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4830-29536,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,4848-31688,Oswego,Oswego,NY,13126,Non-Residential,43.440456,-76.474421
43555,02012-026,Hannibal,Oswego,NY,13074,Non-Residential,43.310306,-76.552826
43555,31275A-1,Greenfield,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,49765A-1,Halfmoon,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,49852B-1,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,51003-1,Clifton Park,Saratoga,NY,12148,Non-Residential,42.840999,-73.852723
43555,02158-017,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,49836-1,Waterford,Saratoga,NY,12188,Non-Residential,42.815297,-73.699726
43555,33538-1,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,31307-1,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,70518,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,81459,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,82799,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,89017,Rexford,Saratoga,NY,12148,Non-Residential,42.840999,-73.852723
43555,91669,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,90872,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,100472,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,100146,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,101714,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,101978,Waterford,Saratoga,NY,12188,Non-Residential,42.815297,-73.699726
43555,118247,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,156375,Ballston Lake,Saratoga,NY,12019,Non-Residential,42.926649,-73.865824
43555,165459,Rexford,Saratoga,NY,12148,Non-Residential,42.840999,-73.852723
43555,169811,Rexford,Saratoga,NY,12148,Non-Residential,42.840999,-73.852723
43555,170588,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,176471,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4003-21418,West Milton,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4006-21026,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4116-35573,Corinth,Saratoga,NY,12822,Non-Residential,43.250373,-73.862657
43555,4116-26446,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4149-027,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4158-070,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4244-22571,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4244-22309,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4301-43315,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-26763,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4362-26083,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-26758,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4362-25064,Halfmoon,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4362-26760,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4362-26087,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-30448,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-26084,Saratoga Spgs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-26759,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4362-25798,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4362-30945,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4375-30974,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4375-22110,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4375-19474,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4362-65903,Round Lake,Saratoga,NY,12151,Non-Residential,42.926839,-73.791645
43555,4362-36722,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4375-25660-NFI,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4375-22060,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4375-22061,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4362-35660,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4375-28372,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4375-003,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4362-39050,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4375-25659-NFI,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4362-35739,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-36353,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4362-35664,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4362-38670,Round Lake,Saratoga,NY,12151,Non-Residential,42.926839,-73.791645
43555,4375-30309,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4533-23664,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4533-35504,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4533-35505,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4507-19863,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4533-35506,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-21056,Waterford,Saratoga,NY,12188,Non-Residential,42.815297,-73.699726
43555,4548-32754,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-58155,Burnt Hills,Saratoga,NY,12027,Non-Residential,42.917471,-73.906378
43555,4548-56294,Round Lake,Saratoga,NY,12151,Non-Residential,42.926839,-73.791645
43555,4548-24876,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4548-23762,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-24934,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-32513,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4533-79123,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4533-79120,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-28287,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4548-23835,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4548-28288,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4548-25016,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-36328,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-30217,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4548-23834,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-36325,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-29378,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-33157,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-26265,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4548-25018,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-23774,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-56282,Round Lake,Saratoga,NY,12151,Non-Residential,42.926839,-73.791645
43555,4548-36327,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-27770,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4548-31462,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4548-31904,Gansevoort,Saratoga,NY,12831,Non-Residential,43.188019,-73.693309
43555,4548-37270,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-50128,Burnt Hills,Saratoga,NY,12027,Non-Residential,42.917471,-73.906378
43555,4548-28289,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4548-28286,Stillwater,Saratoga,NY,12170,Non-Residential,42.995635,-73.661774
43555,4548-35870,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-35869,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4548-32231,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4548-24875,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-30673,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-28715,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4548-30239,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4548-25017,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4561-23000A,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4564-24860,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4572-34040,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4694-38995,South Glens Falls,Saratoga,NY,12803,Non-Residential,43.287208,-73.636738
43555,4694-36158,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4695-25661,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4702-101636,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4696-25662-NFI,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4694-37277,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4694-35344,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4694-25663-NFI,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4694-33581,Wilton,Saratoga,NY,12831,Non-Residential,43.188019,-73.693309
43555,4662-52531,Charlton,Saratoga,NY,12019,Non-Residential,42.926649,-73.865824
43555,4694-35343,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4695-26455,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4696-26457,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,4694-34349,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4704-77207,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,4758-31217,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4758-34035,Ballston Lake,Saratoga,NY,12019,Non-Residential,42.926649,-73.865824
43555,4758-39157,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4758-75452,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4758-30780,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,4758-37605,Round Lake,Saratoga,NY,12151,Non-Residential,42.926839,-73.791645
43555,4758-49320-GJC,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4758-31227,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4758-33752,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4758-34034,Burnt Hills,Saratoga,NY,12027,Non-Residential,42.917471,-73.906378
43555,4758-37767,Malta,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,4937-31399,Galway,Saratoga,NY,12074,Non-Residential,43.045567,-74.045908
43555,4937-36913,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,4937-33303,Galway,Saratoga,NY,12074,Non-Residential,43.045567,-74.045908
43555,5093-44116,South Glens Falls,Saratoga,NY,12803,Non-Residential,43.287208,-73.636738
43555,5093-41127,Corinth,Saratoga,NY,12822,Non-Residential,43.250373,-73.862657
43555,5063-94972,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,5093-43063,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,5093-43867,Schuylerville,Saratoga,NY,12871,Non-Residential,43.095897,-73.610098
43555,5063-86184,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,5093-40148,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5046-37772,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,5046-46640,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5122-58930,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5122-62028,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5122-65103-GJC,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5122-58929,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5122-65104-GJC,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5130-56670,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5130-55107,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5130-55106,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5196-57292,Ballston Spa,Saratoga,NY,12020,Non-Residential,43.004269,-73.854217
43555,5176-77070,Clifton Park,Saratoga,NY,12065,Non-Residential,42.852843,-73.783424
43555,5318-101036,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,02003-019,Saratoga Springs,Saratoga,NY,12866,Non-Residential,43.07772,-73.759248
43555,5377-54549,Mechanicville,Saratoga,NY,12118,Non-Residential,42.916667,-73.722451
43555,02023-004,Canton,St. Lawrence,NY,13617,Non-Residential,44.58107,-75.1409
43555,50970-1,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,51002-1,Lisbon,St. Lawrence,NY,13658,Non-Residential,44.735867,-75.278836
43555,49804A-1,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,0107456-1,Lisbon,St. Lawrence,NY,13660,Non-Residential,44.772478,-75.153908
43555,33488-1,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,71246,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,75760,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,87940,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,90136,Hammond,St. Lawrence,NY,13646,Non-Residential,44.44678,-75.681701
43555,98022,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,102872,Canton,St. Lawrence,NY,13617,Non-Residential,44.58107,-75.1409
43555,101316,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,116176,Croghan,St. Lawrence,NY,13327,Non-Residential,43.944401,-75.295135
43555,117193,Hermon,St. Lawrence,NY,13652,Non-Residential,44.438635,-75.211065
43555,116315,Croghan,St. Lawrence,NY,13327,Non-Residential,43.944401,-75.295135
43555,116334,Croghan,St. Lawrence,NY,13327,Non-Residential,43.944401,-75.295135
43555,158731,Hammond,St. Lawrence,NY,13646,Non-Residential,44.44678,-75.681701
43555,160712,Hammond,St. Lawrence,NY,13646,Non-Residential,44.44678,-75.681701
43555,4054-011,Colton,St. Lawrence,NY,13625,Non-Residential,44.36701,-74.83126
43555,4124-065,Hermon,St. Lawrence,NY,13652,Non-Residential,44.438635,-75.211065
43555,4260-34783,Heuvelton,St. Lawrence,NY,13654,Non-Residential,44.590026,-75.428989
43555,4260-42659,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,4260-37503,Norfolk,St. Lawrence,NY,13667,Non-Residential,44.831433,-74.96406
43555,4260-29056,Russell,St. Lawrence,NY,13684,Non-Residential,44.377162,-75.060779
43555,4260-102080,De Kalb Junction,St. Lawrence,NY,13630,Non-Residential,44.497236,-75.307922
43555,4260-26713,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4260-42657,Brier Hill,St. Lawrence,NY,13614,Non-Residential,44.530218,-75.695271
43555,4247-35426,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4260-41834,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4260-29052,Russell,St. Lawrence,NY,13684,Non-Residential,44.377162,-75.060779
43555,4260-37321,Waddington,St. Lawrence,NY,13694,Non-Residential,44.855742,-75.171438
43555,4260-29055,Russell,St. Lawrence,NY,13684,Non-Residential,44.377162,-75.060779
43555,4260-29458,Lisbon,St. Lawrence,NY,13658,Non-Residential,44.735867,-75.278836
43555,4260-92303,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4260-42658,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,4281-64958-GJC,Rensselaer Falls,St. Lawrence,NY,13680,Non-Residential,44.580722,-75.340566
43555,4281-80966,Colton,St. Lawrence,NY,13625,Non-Residential,44.36701,-74.83126
43555,4281-44127,Norfolk,St. Lawrence,NY,13667,Non-Residential,44.831433,-74.96406
43555,4281-68009,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4281-26877,Lisbon,St. Lawrence,NY,13658,Non-Residential,44.735867,-75.278836
43555,4382-65125,Hermon,St. Lawrence,NY,13652,Non-Residential,44.438635,-75.211065
43555,4493-29806,De Kalb Junction,St. Lawrence,NY,13630,Non-Residential,44.497236,-75.307922
43555,4548-34146,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4550-78276,Gouverneur,St. Lawrence,NY,13642,Non-Residential,44.328848,-75.467222
43555,4697-29795,Lisbon,St. Lawrence,NY,13658,Non-Residential,44.735867,-75.278836
43555,4704-87390,Canton,St. Lawrence,NY,13617,Non-Residential,44.58107,-75.1409
43555,4736-65222,Madrid,St. Lawrence,NY,13660,Non-Residential,44.772478,-75.153908
43555,4736-41101,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,4745-91868,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85788,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85795,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85771,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85538,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85513,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,4745-85520,Potsdam,St. Lawrence,NY,13676,Non-Residential,44.65525,-74.932432
43555,5167-94791,Lisbon,St. Lawrence,NY,13658,Non-Residential,44.735867,-75.278836
43555,5250-60375,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,44.652305,-75.506864
43555,75776,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,76175,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,78004,North Creek,Warren,NY,12853,Non-Residential,43.69874,-73.94678
43555,96654,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,99855,North Creek,Warren,NY,12853,Non-Residential,43.69874,-73.94678
43555,102671,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,102658,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,118694,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,155910,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4173-012,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4184-001,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4235-27807,Stony Creek,Warren,NY,12878,Non-Residential,43.4299,-73.96688
43555,4301-41119,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-30446,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-35239,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-35211,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-32556,Lake George,Warren,NY,12845,Non-Residential,43.425392,-73.705242
43555,4362-31767,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-34884,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-31766,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-34923,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-34883,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-34879,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-33180,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-32227,Queensbury,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-37240,Brant Lake,Warren,NY,12815,Non-Residential,43.698924,-73.712985
43555,4362-37572,Lake George,Warren,NY,12843,Non-Residential,43.618419,-74.03827
43555,4362-35598,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-35495,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-35501,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4375-30620,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-35393,Queensbury,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-63921,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4375-30619,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4362-37215,Brant Lake,Warren,NY,12815,Non-Residential,43.698924,-73.712985
43555,4362-35636,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4375-21419,Lake George,Warren,NY,12845,Non-Residential,43.425392,-73.705242
43555,4362-35634,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4362-35749,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4533-38851,Johnsburg,Warren,NY,12843,Non-Residential,43.618419,-74.03827
43555,4533-38937,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,4533-38007,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4533-36125,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4533-38008,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4533-35893,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-35713,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4533-69771,Lake George,Warren,NY,12845,Non-Residential,43.425392,-73.705242
43555,4548-29837,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-29833,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-102876,Diamond Point,Warren,NY,12824,Non-Residential,43.525879,-73.706801
43555,4533-61733,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-32793,Queensbury,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4533-59563,North Creek,Warren,NY,12853,Non-Residential,43.69874,-73.94678
43555,4533-87211,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-58153,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4548-35163,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4564-25706,Queensbury,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4694-34343,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4694-37223,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
