Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,49649,4611-24234,Utica,Oneida,NY,13501,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40812,40980,Complete,"CNY Solar, Inc.",SMA America,SB3000US (240V),5,SolarWorld,SW230 Poly,60,66225,24150,13.8,15186,,No,No,No,POINT (-75.228495 43.085324)
44227,66783,4535-26938,Belleville,Jefferson,NY,13611,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40969,41351,Complete,"S&L Electric, Inc.",SMA America,SB5000US (277V),1,Kyocera Solar,KD215GX-LPU,24,31300,9030,5.16,5418,,No,No,No,POINT (-76.134381 43.768968)
44227,13966,4694-37277,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41641,41736,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 100TX-208,1,Kyocera Solar,KD220GX-LFBS,128,142075.94,16896,28.16,33725,No,No,No,No,POINT (-73.783424 42.852843)
44227,65256,4702-101636,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,42579,42725,Complete,High Peaks Solar,SMA America,SB6000TL-US-22 (240V) (240V),4,SolarWorld,SW240 mono,99,73004.6,9504,23.76,23626,No,No,No,No,POINT (-73.759248 43.07772)
44227,1109,4687-24024,Chestertown,Warren,NY,12817,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,40787,41274,Complete,"Edge Design & Consulting, Inc.",SMA America,SB5000US-11 (208V),1,Canadian Solar,CS6X-300M,18,44300,9450,5.4,5849,,No,No,No,POINT (-73.821038 43.640111)
44227,24453,4362-35891,Hudson Falls,Washington,NY,12839,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41579,41942,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-240,1,Yingli Energy (China),YL305P-35b,44,61430,14168,13.15,14466,No,No,No,No,POINT (-73.563388 43.330298)
44227,179987,,Warrensburg,Warren,NY,12885,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43594,43671,Complete,SunCommon (dba for SolarCommunities Inc.),SolarEdge Technologies Ltd.,SE7600H-US [240V],2,REC Solar,REC350TP2S 72,64,49188,10080,22.4,20357,,No,No,No,POINT (-73.816906 43.539538)
44227,255894,,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,44113,,Pipeline,,Fronius USA,Fronius Symo 15.0-3 [208V],4,Hanwha Q CELLS,Q.PEAK DUO-G5 320,194,165163,21728,62.08,70769,,No,No,No,POINT (-76.474421 43.440456)
44227,23549,4362-32227,Queensbury,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41389,41562,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-208,1,Trina Solar,TSM-285PA14,45,64193,17955,12.83,13979,,No,No,No,POINT (-73.647738 43.311431)
44227,12272,4611-30640,Westmoreland,Oneida,NY,13490,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41256,41535,Complete,"CNY Solar, Inc.",SMA America,SB4000TL-US-22 (240V),2,Motech Americas,IM60B3-240-XXXXXX,36,38794,12960,8.64,9556,,No,No,No,POINT (-75.423079 43.10884)
44227,49961,4362-38150,New Hartford,Oneida,NY,13413,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,42170,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius Symo 10.0-3 208-240 (240V),2,Hanwha Q CELLS (Qidong),HSL60M6-HA-0-260T,88,92960,23240,23.24,25851,Yes,No,No,No,POINT (-75.287002 43.066343)
44227,187343,,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,43623,44165,Complete,"NYS Parks, Recreation & Historic Preservation",Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],72,Auxin Solar,AXN6M610T310,72,57276,10044,22.32,27866,,No,No,No,POINT (-73.468706 44.701677)
44227,50024,4260-42353,Alexandria Bay,Jefferson,NY,13607,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41792,42144,Complete,"Fourth Coast, Inc",Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),36,SolarWorld,SW 280 Mono,36,41130.16,9900,10.08,10088,No,No,No,No,POINT (-75.929396 44.317344)
44227,233128,,Evans Mills,Jefferson,NY,13637,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43909,43948,Complete,Proven Energy Systems,SMA America,SB6.0-1TP-US-41 [240V],3,Canadian Solar Inc.,CS1H-330MS,60,51480,8910,19.8,21600,,No,No,No,POINT (-75.835048 44.089747)
44227,11654,4260-26713,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41030,41193,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-240,1,Sharp,ND-240QCJ,48,54720,20160,11.52,12308,,No,No,No,POINT (-75.506864 44.652305)
44227,13187,4702-34522,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41520,41613,Complete,High Peaks Solar,SMA America,SB5000TL-US-22 (240V),2,Sharp,ND-250QCS,32,38991,10400,8,8744,Yes,No,No,No,POINT (-73.676867 43.335343)
44227,13095,4260-34783,Heuvelton,St. Lawrence,NY,13654,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41521,41627,Complete,"Fourth Coast, Inc",Enphase Energy,M215-60-2LL-S2X,30,Sharp,ND-250QCS,30,23707,9123,7.5,7389,No,No,No,No,POINT (-75.428989 44.590026)
44227,79562,,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42766,43174,Complete,"Fourth Coast, Inc",Fronius USA,Fronius Primo 11.4-1 (240V),4,Mitsubishi Electric,PV-MJE275FB,166,113950,18260,45.65,46152,,No,No,No,POINT (-76.094551 44.217985)
44227,211100,,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43767,43929,Complete,"Paradise Energy Solutions, LLC",SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,AXITEC,AC-385MH/144S,105,106700,18191,40.43,48131,,No,No,No,POINT (-76.474421 43.440456)
44227,3136,4630-32202,Sandy Creek,Oswego,NY,13145,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41388,41449,Complete,Skyline Solar Inc.,Enphase Energy,M215-60-2LL-S2X,48,SolarWorld,SW255 Mono,48,49072,17136,12.24,9092,,No,No,No,POINT (-76.129967 43.655206)
44227,155979,,Adams,Jefferson,NY,13605,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43491,44127,Complete,"NYS Office of Parks, Recreation and Historic Preservation",Enphase Energy Inc.,IQ6PLUS-72-ACM-US [240V],72,Auxin Solar,AXN6M610T310,72,56076.8,10044,22.32,19622,,No,No,No,POINT (-76.053889 43.808485)
44227,443,4260-22365,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40637,40906,Complete,"Fourth Coast, Inc",Enphase Energy,M190-72-240-Sxx (-NA),14,Panasonic Group SANYO Electric,HIT-N220A01,36,79668,12404,7.97,8423,,No,No,No,POINT (-75.916148 43.977155)
44227,3125,4211-36633,West Winfield,Herkimer,NY,13491,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41610,41715,Complete,Revolution Solar (dba for Doherty Electric),Power-One,PVI-6000-OUTD-US-W (240 V),2,SolarWorld,SW 270 Mono,48,49041,14904,12.96,18733,Yes,No,No,No,POINT (-75.177789 42.865873)
44227,66503,4507-19863,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40327,40437,Complete,Hudson Valley Clean Energy dba Adirondack Solar,SunPower,SPR-4000m (240V),3,SunPower,SPR-215-WHT-U,60,68862,22575,12.9,14502,,No,No,No,POINT (-73.759248 43.07772)
44227,118247,,Ballston Spa,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43216,43300,Complete,Kasselman Solar LLC,Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],96,"JA Solar Technology Co, Ltd",JAM72S01-355/PR,96,95720,13632,34.08,42301,,No,No,No,POINT (-73.854217 43.004269)
44227,22775,4630-28083,Hannibal,Oswego,NY,13074,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41074,41164,Complete,Skyline Solar Inc.,Enphase Energy,M215-60-2LL-S2X,40,SolarWorld,SW255 Mono,40,40425,15300,10.2,12560,,No,No,No,POINT (-76.552826 43.310306)
44227,11159,4244-22788,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40679,40805,Complete,Sycaway Solar & Wind,SMA America,SB7000US (240V),2,Sovello,SV-X-205-yyy,56,75411.61,20090,11.48,12768,,No,No,No,POINT (-73.500001 43.097845)
44227,218703,,Antwerp,Jefferson,NY,13608,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43769,43847,Complete,Proven Energy Systems,SolarEdge Technologies Ltd.,SE11400H-US [240V],3,Hanwha Q CELLS,Q.PLUS L-G4.2 345W,112,97664,17388,38.64,42938,,No,No,No,POINT (-75.620322 44.236426)
44227,22748,4260-27954,Alexandria,Jefferson,NY,13607,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41061,41135,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-240,1,SolarWorld,SW240 Poly,50,48000,18000,12,12702,,No,No,No,POINT (-75.929396 44.317344)
44227,11580,4548-28715,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41116,41226,Complete,"Monolith Solar Associates, LLC",SMA America,SB5000US (208V),3,Suntech Power,STP290-24/Ve,60,85656,25800,17.2,22390,,No,No,No,POINT (-73.722451 42.916667)
44227,219560,,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43776,43881,Complete,Kasselman Solar LLC,SolarEdge Technologies Ltd.,SE10000H-US [240V],2,LG Electronics Inc.,LG400N2W-V5,75,81000,13500,30,26923,,No,No,No,POINT (-73.759248 43.07772)
44227,22192,4260-23977,Alexandria,Jefferson,NY,13607,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40788,41053,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus V 10.0-240,1,Sharp,NU-Q240F2,40,55200.75,16800,9.6,10208,,No,No,No,POINT (-75.929396 44.317344)
44227,80496,,Lowville,Lewis,NY,13367,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42782,43153,Complete,"Fourth Coast, Inc",Fronius USA,Fronius Primo 12.5-1 (240V),4,Mitsubishi Electric,PV-MLE265HD,188,173052,19928,49.82,0,,No,No,No,POINT (-75.472278 43.798604)
44227,21296,4937-55662,Broadalbin,Fulton,NY,12025,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41997,42396,Complete,"Active Solar Development, LLC",Fronius USA,Fronius Symo 12.0-3 208-240 (240V),3,SolarWorld,SW 280 Mono,132,147480,25872,36.96,47501,No,No,No,No,POINT (-74.145651 43.080453)
44227,66741,4611-24129,Utica,Oneida,NY,13501,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40805,40980,Complete,"CNY Solar, Inc.",SMA America,SB3000US (240V),5,SolarWorld,SW230 Poly,60,66225,24150,13.8,14638,,No,No,No,POINT (-75.228495 43.085324)
44227,42029,4704-83993,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,42356,42409,Complete,Tesla Energy Operations Inc.,Fronius USA,IG Plus A 10.0-240,2,Hanwha Q-Cells,Q.PRO-G4/SC 265,96,142464,10176,25.44,28128,No,No,No,No,POINT (-73.579351 43.256199)
44227,455,4611-22125,Pennellville,Oswego,NY,13132,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40605,40668,Complete,"CNY Solar, Inc.",Enphase Energy,D380-72-240-S1x,20,SolarWorld,SW245 mono,40,51194,17150,9.8,11841,,No,No,No,POINT (-76.241571 43.263181)
44227,12548,4630-31897,Phoenix,Oswego,NY,13135,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41372,41604,Complete,Skyline Solar Inc.,SMA America,SB4000TL-US-22 (240V),3,Siliken Modules,SLK60P6L BLK/WHT 250Wp,72,65628,25200,18,19815,,No,No,No,POINT (-76.316143 43.250396)
44227,371,4244-20808,Essex,Essex,NY,12936,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,,40456,40647,Complete,Sycaway Solar & Wind,SMA America,SB7000US (240V),2,Evergreen Solar,ES-A-215-fa2,56,61175.92,21070,12.04,13028,,No,No,No,POINT (-73.398691 44.278462)
44227,153169,,Vermontville,Franklin,NY,12989,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43531,43599,Complete,Croton Energy Group,SolarEdge Technologies Ltd.,SE11400A-US [240V],3,"Jinko Solar Co., Ltd",JKM365M-72-V,92,100392,15111,33.58,40288,,No,No,No,POINT (-74.0703 44.531418)
44227,10893,4180-19915,Pulaski,Oswego,NY,13142,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40338,40585,Complete,NY Wind and Sun (Courtney Rutherford),SMA America,SB7000US (240V),2,Sharp,NU-U235F3,50,81095,20562,11.75,12805,,No,No,No,POINT (-76.134908 43.555712)
44227,12684,4260-32944,Cape Vincent,Jefferson,NY,13618,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41424,41618,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-240,1,Sharp,ND-Q250F7,48,42000,16800,12,11635,,No,No,No,POINT (-76.28933 44.116337)
44227,24834,4011-37162,PLATTSBURGH,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41611,41719,Complete,Triangle Electrical Systems,SMA America,SB7000US (240V),3,Renesola America,JC250M-24/Bb,84,75000,24150,21,25938,No,No,No,No,POINT (-73.468706 44.701677)
44227,20965,5226-55351,Minerva,Essex,NY,12851,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41995,42340,Complete,"Edge Design & Consulting, Inc.",SMA America,SB11000TL-US (240V),2,SolarWorld,SW 260 Poly,112,112000,19600,29.12,32223,No,No,No,No,POINT (-74.009981 43.813574)
44227,1424,4611-25238,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40868,41005,Complete,"CNY Solar, Inc.",Enphase Energy,M215-60-SIE-S2X,51,SolarWorld,SW255 Mono,51,60690,22759,13.01,15811,,No,No,No,POINT (-76.474421 43.440456)
44227,3138,4548-32231,Schuylerville,Saratoga,NY,12871,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41389,41635,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 10.0-240,1,Trina Solar,TSM-295PA14,36,52215,14679,10.49,11551,,No,No,No,POINT (-73.610098 43.095897)
44227,175703,,Keene,Essex,NY,12942,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,43517,43600,Complete,Croton Energy Group,SolarEdge Technologies Ltd.,SE20K [480V],1,"Jinko Solar Co., Ltd",JKM365M-72-V,64,56023,10512,23.36,24523,,No,No,No,POINT (-73.785045 44.259931)
44227,12689,4260-32691,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41410,41717,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 10.0-240,2,Sharp,ND-250QCS,80,65000,26000,20,20768,,No,No,No,POINT (-76.094551 44.217985)
44227,23672,4630-32840,Central Square,Oswego,NY,13036,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41418,41498,Complete,Skyline Solar Inc.,Enphase Energy,M215-60-2LL-S2X,48,SolarWorld,SW255 Mono,48,53363,17136,12.24,13531,,No,No,No,POINT (-76.166889 43.309824)
44227,22196,4548-23774,mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,40772,41227,Complete,"Monolith Solar Associates, LLC",SMA America,SB6000US (240V),1,Trina Solar,TSM-285PA14,27,38097,13388,7.65,9441,,No,No,No,POINT (-73.722451 42.916667)
44227,23475,4119-31911,Lake Pleasant,Hamilton,NY,12108,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41373,41547,Complete,"Crest Solar, LLC",Power-One,PVI-5000-OUTD-US (240V),2,GCL-Poly (Suzhou) Energy,GCL-P6-60-240,64,66145,21504,15.36,16030,,No,No,No,POINT (-74.434985 43.555505)
44227,120664,,Ausable Forks,Essex,NY,12912,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,43237,43329,Complete,"Crest Solar, LLC",Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],156,SolarWorld Industries GmbH,Sunmodule Plus SW 280 mono black,156,124044,17724,44.31,53208,,No,No,No,POINT (-73.741216 44.465018)
44227,52176,4548-58155,Burnt Hills,Saratoga,NY,12027,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42037,43151,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,7,Canadian Solar,CS6U-325M,560,691740,23600,182,208616,,No,No,No,POINT (-73.906378 42.917471)
44227,50387,4260-68375,Alexandria Bay,Jefferson,NY,13607,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42191,42486,Complete,"Fourth Coast, Inc",Fronius USA,Fronius Primo 8.2-1 @ 240 VAC,4,Mitsubishi Electric,PV-MLE265HD,144,131670,15048,38.16,39606,No,No,No,No,POINT (-75.929396 44.317344)
44227,851,4255-26174,Argyle,Washington,NY,12809,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40918,41270,Complete,"Enlighten Power Solutions, LLC",Enphase Energy,D380-72-240-S1x,48,Samsung SDI,PV-MBA1CG255,48,87067,21420,12.24,13413,,No,No,No,POINT (-73.459071 43.238387)
44227,23341,4439-31598,Middleville,Herkimer,NY,13406,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41351,41485,Complete,"Alternative Power Solutions of NY, LLC",Outback Power Systems,GVFX 3648,2,Suntech Power,STP290-24/Vd,24,27995,10440,6.96,7310,,No,No,No,POINT (-74.925361 43.137474)
44227,25683,4736-41101,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41751,42846,Complete,American Solar Partners,SolarEdge Technologies,SE 7600A-US (240V),2,SolarWorld,SW 290 Mono,69,60480,20000,20.01,21896,No,No,No,No,POINT (-75.506864 44.652305)
44227,236184,,La Fargeville,Jefferson,NY,13656,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,44126,,Pipeline,,SolarEdge Technologies Ltd.,SE10000H-US [240V],3,PEIMAR,SG325P,117,100600,13309,38.03,39329,,No,No,No,POINT (-75.949271 44.194059)
44227,50591,4745-91868,Potsdam,St. Lawrence,NY,13676,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42430,42670,Complete,Frey Electric Construction Co.,SolarEdge Technologies,SE9K,4,LG Electronics,LG310N1C-G4,168,125965,20624,52.08,59374,,No,No,No,POINT (-74.932432 44.65525)
44227,34789,4736-65222,Madrid,St. Lawrence,NY,13660,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42145,42725,Complete,American Solar Partners,SMA America,STP20000TL-US-10 (480V),2,SolarWorld,SW 285 Mono,166,136860,23655,47.31,59323,No,No,No,No,POINT (-75.153908 44.772478)
44227,11106,4205-22483,Phoenix,Oswego,NY,13135,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40648,41165,Complete,Eastern Mountain Solar Corp.,Solectria Renewables,PVI 3000 (208V),3,1Soltech,1STH-245-WH,39,62115,16721.25,9.56,11215,,No,No,No,POINT (-76.316143 43.250396)
44227,49770,4830-29536,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41183,41582,Complete,Tag Mechanical,SunPower,SPR-10001f-208,1,SunPower,SPR-308E-WHT-D,32,59136.8,14784,9.86,12225,,No,No,No,POINT (-76.474421 43.440456)
44227,90136,,Hammond,St. Lawrence,NY,13646,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42929,43118,Complete,Proven Energy Systems,SolarEdge Technologies,SE6000 (240V),4,Canadian Solar,CS6U-330P,80,71280,10560,26.4,29072,,No,No,No,POINT (-75.681701 44.44678)
44227,26055,4702-41365,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41758,42018,Complete,High Peaks Solar,SMA America,SB5000TL-US-22 (240V),4,SolarWorld,SW265 Mono,80,93474,21200,21.2,26673,No,No,No,No,POINT (-73.500001 43.097845)
44227,35340,4362-65929,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42158,43124,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,4,Silfab,SLG345M,268,632448,39861,92.46,82461,,No,No,No,POINT (-73.579351 43.256199)
44227,245661,,Rexford,Saratoga,NY,12148,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43973,,Pipeline,"Borrego Solar Systems, Inc.",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],40,JA Solar,JAM72D09-380/BP,19734,10011058.2,2924578.8,7498.92,8802532,,No,Yes,No,POINT (-73.852723 42.840999)
44227,54514,4611-65130,Westmoreland,Oneida,NY,13490,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42144,42257,Complete,"CNY Solar, Inc.",SolarEdge Technologies,SE10K,7,Canadian Solar,CS6X-310P,250,281325,41000,77.5,82970,No,No,No,No,POINT (-75.423079 43.10884)
44227,66714,4375-22110,Malta,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40603,41452,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 50TX-480,1,Kyocera Solar,KD245GX-LFB,224,382491.64,87500,54.88,66779,,No,No,No,POINT (-73.854217 43.004269)
44227,212955,,Greenwich,Washington,NY,12834,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43746,,Pipeline,"AES Distributed Energy, Inc.",SMA America,SC 2500-EV-US [550V],2,JA Solar,JAM72S01-380/PR,19474,9879160.2,1480024,7400.12,8686557,,No,Yes,No,POINT (-73.500001 43.097845)
44227,4769,4011-014,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 1050,NYS Electric and Gas,,39843,40102,Complete,Triangle Electrical Systems,SMA America,SB7000US (208V),3,SunPower,SPR-230-WHT-U,90,246481,82800,20.7,25291,,No,No,No,POINT (-73.468706 44.701677)
44227,24023,4694-34455,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41520,41638,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 250TX-480,1,Kyocera Solar,KD245GX-LFB2,896,829874.53,200000,219.52,215819,No,No,No,No,POINT (-73.676867 43.335343)
44227,1909,4116-29419,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41176,41564,Complete,"Solar Liberty Energy Systems, Inc.",Solar Liberty,SLX 7500 (277V),6,Lightway Green New Energy,LW235(29)P1650x990,210,320775,74025,49.35,60084,,No,No,No,POINT (-76.474421 43.440456)
44227,114270,,Gloversville,Fulton,NY,12078,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,43172,43241,Complete,"Monolith Solar Associates, LLC",SMA America,STP30000TL-US-10,5,Trina Solar,TSM-340DE14A(II),600,660960,65000,204,247429,,No,No,No,POINT (-74.343858 43.082755)
44227,49678,4375-25659-NFI,Malta,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40883,41619,Complete,New York Light Energy LLC,SatCon Technology,PVS-50 (208 V),1,Kyocera Solar,KD245GX-LPB,224,383000,65625,54.88,66431,,No,No,No,POINT (-73.854217 43.004269)
44227,11130,4244-22571,Schuylerville,Saratoga,NY,12871,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40661,41141,Complete,Sycaway Solar & Wind,SMA America,ST36 (208V),1,Evergreen Solar,ES-E-210-fc3,144,153390,52920,30.24,32610,,No,No,No,POINT (-73.610098 43.095897)
44227,246023,,Waddington,St. Lawrence,NY,13660,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43973,,Pipeline,Nexamp Inc,SMA America,SB2500HFUS-30 [208V],2,JA Solar,JAM72D09-385/BP,18070,2195000,2713210.5,6956.95,9750861,,No,Yes,No,POINT (-75.153908 44.772478)
44227,78748,,Johnstown,Fulton,NY,12095,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42801,43557,Complete,"Borrego Solar Systems, Inc.",Sungrow Power Supply,SG60KU,30,LG Electronics Inc.,LG400N2W-A5,6984,5387406.61,976412.87,2793.6,3279239,,No,Yes,No,POINT (-74.394891 43.023495)
44227,213795,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43746,,Pipeline,ASA Holdings NY I LLC,"Sungrow Power Supply Co., Ltd.",SG125HV [600V],32,"LONGi Green Energy Technology Co., Ltd.",LR6-78HBD-420M,13600,6058936,1142400,5712,6774000,,No,Yes,No,POINT (-75.467222 44.328848)
44227,50842,5401-98348,Johnstown,Fulton,NY,12095,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42501,43314,Complete,"Safari Energy, LLC",Sungrow Power Supply,SG60KU-M,33,Hanwha Q CELLS,Q.PLUS L-G4 335,8910,5148460,595266.48,2984.85,3503736,,No,No,No,POINT (-74.394891 43.023495)
44227,216594,,Volney,Oswego,NY,13069,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43827,,Pipeline,ASA Holdings NY I LLC,"Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR6-78HBD-420M,16432,7357744,1173244.8,6901.44,7699000,,No,Yes,No,POINT (-76.390481 43.324957)
44227,213067,,Mooers,Clinton,NY,12959,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,43746,,Pipeline,"KSI II Consolidated, LLC",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],33,JA Solar,JAM72D09-380/BP,15208,6648480,1108080,5542.25,6505715,,No,Yes,No,POINT (-73.691867 44.960212)
