Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,49486,5176-77070,Clifton Park,Saratoga,NY,12065,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42284,42445,Complete,"Greenskies Renewable Energy, LLC",Solectria Renewables,PVI 28TL-480,12,JA Solar Holding,JAP6-72-305/3BB,1428,742173.96,166740.43,435.54,511254,No,No,No,No,POINT (-73.783424 42.852843)
44227,23202,4375-30619,Glens Falls,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41256,41326,Complete,New York Light Energy LLC,PV Powered,PVP50KW-208,1,Kyocera Solar,KD245GX-LPB,224,221769.3,75000,54.88,54330,,No,No,No,POINT (-73.647738 43.311431)
44227,16252,5093-43867,Schuylerville,Saratoga,NY,12871,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41828,41967,Complete,U.S. Light Energy LLC,Advanced Energy Industries,AE 100TX-208,1,Kyocera Solar,KD220GX-LFBS,224,284176,29568,49.28,50649,No,No,No,No,POINT (-73.610098 43.095897)
44227,50769,5176-98516,Lowville,Lewis,NY,13367,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42507,43362,Complete,"Greenskies Renewable Energy, LLC",SMA America,STP30000TL-US-10 [480V],67,JA Solar Holding,JAP6-72-310/3BB,7939,4525582,341813.24,2461.09,2888926,,No,No,No,POINT (-75.472278 43.798604)
44227,2040,4184-001,Glens Falls,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,39626,40260,Complete,Norplatt Corp. (Plattsburgh Electric),SatCon Technology,AE-50-60-PV-F,1,Mitsubishi Electric,PV-UD185MF5,270,485000,174850,49.95,54127,,No,No,No,POINT (-73.647738 43.311431)
44227,28661,5124-49704,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41926,42837,Complete,"Steed Energy, LLC",Fronius USA,Fronius Primo 7.6-1 @ 240 VAC,10,Zhejiang Jiutai New Energy,JTM225-60P,366,132000,62793,82.35,102074,No,No,No,No,POINT (-73.468706 44.701677)
44227,12709,4548-32754,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41415,41611,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-3 Delta-208,4,Trina Solar,TSM-285PA14,180,254353,70000,51.08,49413,,No,No,No,POINT (-73.759248 43.07772)
44227,49538,5302-94787,North Creek,Warren,NY,12853,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42466,43378,Complete,"groSolar (Global Resource Options, Inc.)",Yaskawa Solectria Solar,PVI 60TL-480 [480V],33,LG Electronics Inc.,LG400N2W-A5,6732,4265900,712038.86,2692.8,3160916,,No,No,No,POINT (-73.94678 43.69874)
44227,49613,4260-22967,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40695,40941,Complete,"Fourth Coast, Inc",SunPower,SPR-7000m (208V),4,SunPower,SPR-230E-WHT-D,144,165600,57960,33.12,34553,,No,No,No,POINT (-76.094551 44.217985)
44227,278315,,Ballston Lake,Saratoga,NY,12019,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,44205,,Pipeline,"Active Solar Development, LLC",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR6-72HBD-380M,16178,7509500,1782815.6,6147.64,7216346,,No,Yes,No,POINT (-73.865824 42.926649)
44227,24364,4362-35598,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,43172,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,4,Changzhou Trina Solar Energy Co.,TSM-340DE14A.08(II),304,396000,109100,103.36,95309,,No,No,No,POINT (-73.676867 43.335343)
44227,32320,4548-58157,Salem,Washington,NY,12865,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,42037,42760,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,ET Solar Industry,ET-P672320WW,594,240190,98113,190.25,211833,,No,No,No,POINT (-73.34391 43.209736)
44227,277468,,North Bangor,Franklin,NY,12966,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44173,,Pipeline,Nexamp Inc,SMA America,SC 4000 UP-US 600V 3850A [600V],1,JA Solar,JAM72D10-405/MB,11362,3040000,1426499.1,4601.61,6449617,,No,Yes,No,POINT (-74.416303 44.811384)
44227,212636,,Waterville,Oneida,NY,13480,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,43731,43811,Complete,"Solar Renewable Energy, LLC",SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Trina Solar,TSM-375DEG14(II),192,160358,47400,72,81723,,No,No,No,POINT (-75.366762 42.914366)
44227,3005,4362-34879,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41521,41638,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-208,4,Trina Solar,TSM-305PA14,176,253974,65360,53.68,54318,No,No,No,No,POINT (-73.676867 43.335343)
44227,35114,4611-65016,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42143,42383,Complete,"CNY Solar, Inc.",SolarEdge Technologies,SE10K,4,Axitec,AC-310M/156-72S,160,148800,29760,49.6,47582,Yes,No,No,No,POINT (-75.380619 43.049079)
44227,66543,4244-20079,Essex,Essex,NY,12936,Non-Residential,Residential/Small Commercial,PON 1050,NYS Electric and Gas,,40351,40647,Complete,Sycaway Solar & Wind,Fronius USA,IG Plus 7.5-240,3,Evergreen Solar,ES-A-215-fa2,120,163120,45150,25.8,23963,,No,No,No,POINT (-73.398691 44.278462)
44227,260382,,Carthage,Jefferson,NY,13619,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44091,,Pipeline,"U.S. Light Energy (dba for Solitude Solar, LLC)",Chint Power Systems America,CPS SCH100KTL-DO/US-600 [600V],50,Canadian Solar Inc.,CS3W-405PB-AG,19413,6799446.51,2474797.05,7499.38,8803078,,No,Yes,No,POINT (-75.608418 43.979234)
44227,49526,5167-98164,Whitehall,Washington,NY,12887,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42499,43553,Complete,"Borrego Solar Systems, Inc.",Sungrow Power Supply,SG60KU-M,33,JA Solar,JAM6(k)-72-355/PR,7902,5997055.77,592697.17,2805.21,3292868,,No,No,No,POINT (-73.376329 43.558225)
44227,28454,4362-47761,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41897,42046,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus A 10.0-3-208 Delta,7,Renesola Jiangsu,JC305F-24/Ab,308,258335,76364,93.94,88516,No,No,No,No,POINT (-73.500001 43.097845)
44227,15329,5093-41731,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41773,41967,Complete,U.S. Light Energy LLC,Advanced Energy Industries,AE 75TX-208,1,Kyocera Solar,KD245GX-LFB2,336,534071,69392,82.32,85482,No,No,No,No,POINT (-73.676867 43.335343)
44227,24030,4702-34354,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,42108,Complete,High Peaks Solar,SMA America,STP20000TL-US-10 (480V),6,Suniva,MVX250-60-5-701,536,475279,154000,134,143847,No,No,No,No,POINT (-75.454665 43.214717)
44227,23704,4116-33058,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41430,41590,Complete,"Solar Liberty Energy Systems, Inc.",Refusol,804R024,2,Lightway Green New Energy,LW235(29)P1650x990,210,320775,69090,49.35,57771,,No,No,No,POINT (-76.474421 43.440456)
44227,67406,4533-87211,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42383,42902,Complete,"Apex Solar Power, LLC",SolarEdge Technologies,SE14.4KUS,5,Silfab,SLA270M,328,277335,31568,88.56,86511,,No,No,No,POINT (-73.676867 43.335343)
44227,21593,4548-56282,Round Lake,Saratoga,NY,12151,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42006,42510,Complete,"Monolith Solar Associates, LLC",SMA America,STP15000TL-US-10 (480V),4,Hanwha Q-Cells,Q.PRO L 305,240,252000,44900,72,81901,Yes,No,No,No,POINT (-73.791645 42.926839)
44227,31307-1,,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Commercial/Industrial (Competitive),PON 2589B,National Grid,Purchase,41327,41540,Complete,EnterSolar LLC,,,,,,,1825000,570719,598.26,576483,,No,No,No,POINT (-73.759248 43.07772)
44227,280642,,Utica,Oneida,NY,13502,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44222,,Pipeline,Source Renewables LLC,"Sungrow Power Supply Co., Ltd.",SG2500U [550V],2,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 395,11394,5680000,1305182.7,4500.63,6308083,,No,Yes,No,POINT (-75.202584 43.125063)
44227,184844,,Hogansburg,Franklin,NY,13655,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43620,43985,Complete,"Consolidated Edison Solutions, Inc.",Chint Power Systems America,CPS SCA60KTL-DO/US-480 [480V],15,"Jinko Solar Co., Ltd",JKM330PP-72-V,3780,1827270,249480,1247.4,1464248,,No,Yes,No,POINT (-74.658628 44.979315)
44227,13893,4260-37321,Waddington,St. Lawrence,NY,13694,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,41957,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-3 Delta-208,5,SolarWorld,SW 275 Mono,200,206250,53000,55,65897,Yes,No,No,No,POINT (-75.171438 44.855742)
44227,1466,4255-25843,Argyle,Washington,NY,12809,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40893,41010,Complete,"Enlighten Power Solutions, LLC",Enphase Energy,M215-60-2LL-S2X,80,Sharp,NU-U240F1,80,125959.76,33600,19.2,21121,,No,No,No,POINT (-73.459071 43.238387)
44227,13137,4533-36125,Glens Falls,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41579,41800,Complete,"Apex Solar Power, LLC",Fronius USA,IG Plus A 11.4-3-208 Delta,9,Stion,STL-145,810,340093.3,108088,117.45,117858,No,No,No,No,POINT (-73.647738 43.311431)
44227,1659,4697-29820,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41199,41274,Complete,"Paradise Energy Solutions, LLC",Enphase Energy,M215-60-2LL-S2X,124,Mage Solar USA,Powertec Plus 250/6 MNS,124,138400,46500,31,34215,,No,No,No,POINT (-75.380619 43.049079)
44227,13354,4548-35713,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41542,41939,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 10.0-3-240 Delta,3,Trina Solar,TSM-295PA14,120,141600,31455,34.95,34988,No,No,No,No,POINT (-73.676867 43.335343)
44227,2759,4848-31688,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41355,41540,Complete,"Pyrus Energy, Inc.",SMA America,SB7000TL-US (240V),3,Sharp,NU-Q240F2,86,93113.39,30960,20.64,23845,,No,No,No,POINT (-76.474421 43.440456)
44227,1117,02003-047-2,Shushan,Washington,NY,12873,Non-Residential,Residential/Small Commercial,PON 716,NYS Electric and Gas,,39141,39833,Complete,"Renewable Power Systems, LLC",SMA America,SB5000US (240V),2,Kyocera Solar,KD205GX-LP,50,73522.82,41000,10.25,11331,,No,No,No,POINT (-73.314107 43.113848)
44227,2723,02005-006,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 716,NYS Electric and Gas,,37855,37950,Complete,"Global Resources Options, Inc.",SMA America,SWR1800U-SBD,8,BP Solar,SX150B,98,102804,71963,14.7,13476,,No,No,No,POINT (-73.468706 44.701677)
44227,94658,,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,42950,43067,Complete,"Taitem Engineering, PC",Fronius USA,Fronius Symo 15.0-3 (208V),5,SunPower,SPR-P17-340-COM,216,189120,27032,73.44,86157,,No,No,No,POINT (-73.468706 44.701677)
44227,209183,,Gloversville,Fulton,NY,12078,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43746,,Pipeline,Ameresco,Yaskawa Solectria Solar,XGI 1500-166/166 [600V],30,JA Solar,JAM72S01-385/PR,17820,8901820,2058210,6860.7,0,,No,Yes,No,POINT (-74.343858 43.082755)
44227,229571,,Chaumont,Jefferson,NY,13622,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43931,,Pipeline,GreenSpark Solar (dba for Sustainable Energy Developments),SMA America,SC 2500-EV-US [550V],2,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 380,17368,7625000,1121972.8,6599.84,7747156,,No,Yes,No,POINT (-76.118692 44.088436)
44227,24020,4694-34349,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41493,41638,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 250TX-480,1,Kyocera Solar,KD245GX-LFB2,840,713814.71,200000,205.8,206338,No,No,No,No,POINT (-73.759248 43.07772)
44227,18627,4548-50128,Burnt Hills,Saratoga,NY,12027,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41928,43172,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Canadian Solar,CS6U-325P,600,704550,124750,195,223519,,No,No,No,POINT (-73.906378 42.917471)
44227,196873,,Westmoreland,Oneida,NY,13490,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43683,43847,Complete,"Jordan Energy & Food Enterprises, LLC",SolarEdge Technologies Ltd.,SE14.4KUS [208V],6,Hanwha Q CELLS,Q.PEAK-G4.1 295,320,250113,42858,95.24,106825,,No,No,No,POINT (-75.423079 43.10884)
44227,49936,4630-37629,Phoenix,Oswego,NY,13135,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,42579,Complete,Skyline Solar Inc.,SolarEdge Technologies,SE 10000A-US (240V),4,Axitec,AC-270M/156-60S,176,136568,45900,47.52,59388,No,No,No,No,POINT (-76.316143 43.250396)
44227,266398,,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44222,,Pipeline,"Community Energy Solar, LLC",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],40,Trina Solar,TSM-500DE18M(II),13000,8112103,1755000.01,6500,9987000,,No,Yes,No,POINT (-75.506864 44.652305)
44227,34825,4362-64898,Manheim,Herkimer,NY,13329,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42142,42837,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Trina Solar,TSM-325PD14,600,415044,88000,195,223652,,No,No,No,POINT (-74.733339 43.10872)
44227,244052,,Camden,Oneida,NY,13316,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43973,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR4-72HIBD-420M,16562,6227500,2712855.6,6956.04,9749586,,No,Yes,No,POINT (-75.755941 43.371679)
44227,66675,5167-93776,Whitehall,Washington,NY,12887,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42452,42727,Complete,"Borrego Solar Systems, Inc.",SMA America,SC750CP-US,3,LG Electronics Solar Cell Division,LG365N2W-B3,7684,6931503,790133.28,2804.66,3292222,Yes,No,No,No,POINT (-73.376329 43.558225)
44227,16324,5093-44116,South Glens Falls,Saratoga,NY,12803,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41834,42017,Complete,U.S. Light Energy LLC,Advanced Energy Industries,AE 50TX-480,3,Kyocera Solar,KD245GX-LFB2,672,947250,118784,164.64,154471,No,No,No,No,POINT (-73.636738 43.287208)
44227,12704,4362-32715,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41411,42821,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,2,Trina Solar,TSM-325PD14,160,107672,70000,52,68305,,No,No,No,POINT (-73.500001 43.097845)
44227,24254,4362-35239,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41542,42795,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,ET Solar Industry,ET-M672320WB,600,800280,192800,192,211571,,No,No,No,POINT (-73.676867 43.335343)
44227,22687,4548-27770,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41030,41262,Complete,"Monolith Solar Associates, LLC",SMA America,SB7000US-12 (208V),6,Suntech Power,STP290-24/Ve,180,257466,75000,51.7,62983,,No,No,No,POINT (-73.783424 42.852843)
44227,11365,4706-26165,Fulton,Oswego,NY,13069,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40911,41271,Complete,Tesla Energy Operations Inc.,Fronius USA,IG Plus 12.0-3WYE277,2,Yingli Energy (China),YL235P-29b,104,173707.71,42770,24.44,29921,,No,No,No,POINT (-76.390481 43.324957)
44227,49605,4375-22061,Malta,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40602,41453,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 50TX-480,1,Kyocera Solar,KD245GX-LFB,224,382491.64,87500,54.88,66779,,No,No,No,POINT (-73.854217 43.004269)
44227,24866,4362-37240,Brant Lake,Warren,NY,12815,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,41736,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 11.4-3-208 Delta,5,Trina Solar,TSM-295PA14,200,233600,55040,58.4,59953,No,No,No,No,POINT (-73.712985 43.698924)
44227,11557,4696-26457,Schuylerville,Saratoga,NY,12871,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40940,41792,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 50TX-208,1,Kyocera Solar,KD245GX-LPB,224,450186.1,87500,54.67,59868,,No,No,No,POINT (-73.610098 43.095897)
44227,170588,,Clifton Park,Saratoga,NY,12065,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,43504,43889,Complete,"U.S. Light Energy (dba for Solitude Solar, LLC)",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],38,Mundra Solar PV Ltd.,ASM-7-PERC-360,19170,6887520,1627920,6901.2,8100905,,No,Yes,No,POINT (-73.783424 42.852843)
44227,22301,4687-24992,Chestertown,Warren,NY,12817,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,40833,41179,Complete,"Edge Design & Consulting, Inc.",SMA America,SB7000US-11 (277V),6,Canadian Solar,CS5P-240P,207,389160,80770,49.68,53362,,No,No,No,POINT (-73.821038 43.640111)
44227,22984,4116-29360,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41171,41717,Complete,"Solar Liberty Energy Systems, Inc.",Solectria Renewables,PVI 7500 (208V),6,Trina Solar,TSM-235PA05,210,320775,74025,49.35,56910,,No,No,No,POINT (-76.474421 43.440456)
44227,13372,4533-35504,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41548,41775,Complete,"Apex Solar Power, LLC",Enphase Energy,M215-60-2LL-S2X-NA,196,SolarWorld,SW265 Mono Black,196,149587,59835,51.94,55047,Yes,No,No,No,POINT (-73.759248 43.07772)
44227,238921,,Lowville,Lewis,NY,13367,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44091,,Pipeline,"U.S. Light Energy (dba for Solitude Solar, LLC)",Delta Electronics,M125HV [600V],16,Vikram Solar,SOMERA VSM.72.365.05,7904,2646464,952036.8,2884.96,3386481,,No,Yes,No,POINT (-75.472278 43.798604)
44227,66749,4564-24860,BALLSTON SPA,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40835,41086,Complete,RGS Energy,PV Powered,PVP50KW-480,1,Canadian Solar,CS6X-290M,176,251632,87500,51.04,64963,,No,No,No,POINT (-73.854217 43.004269)
44227,278345,,Sandy Creek,Oswego,NY,13145,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44184,,Pipeline,"SunLight General Capital, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],17,Trina Solar,TSM-405DE15H(II),7878,4466000,925271.1,3190.59,3745242,,No,Yes,No,POINT (-76.129967 43.655206)
44227,49765A-1,,Halfmoon,Saratoga,NY,12065,Non-Residential,Commercial/Industrial (Competitive),PON 2956,NYS Electric and Gas,Purchase,42604,42549,Complete,"OwnSolar, LLC",Solectria Renewables PVI 28TL-480,,0,,,,2150000,615538.31,1000.35,1174251,,No,No,No,POINT (-73.783424 42.852843)
44227,49511,4704-98353,Ellenburg,Clinton,NY,12933,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,42500,43413,Complete,"Cypress Creek Renewables, LLC",Sungrow Power Supply,SG60KU-M,18,JA Solar,JAP6-72-325/4BB,5184,2295376.18,313620.71,1656,1943879,,No,No,No,POINT (-73.836984 44.893472)
44227,23336,4937-31399,Galway,Saratoga,NY,12074,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41332,41453,Complete,"Active Solar Development, LLC",Fronius USA,IG Plus 10.0-240,2,Trina Solar,TSM-250PA05,88,84000,33000,22,27724,,No,No,No,POINT (-74.045908 43.045567)
44227,49500,5167-69598,Champlain,Clinton,NY,12919,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,42208,44104,Complete,"Borrego Solar Systems, Inc.","Sungrow Power Supply Co., Ltd.",SG125HV [600V],16,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 390,6939,5863716.91,1109288.82,2706.21,3176658,,No,No,No,POINT (-73.443786 44.96935)
44227,66656,4704-88479,Watertown,Jefferson,NY,13601,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42396,43217,Complete,"Cypress Creek Renewables, LLC","Solectria Renewables, LLC",SGI 500XTM,4,Boviet Solar Technology,BVM6612P-315,8370,7569772.2,882504.93,2630.61,3087915,,No,No,No,POINT (-75.916148 43.977155)
44227,24654,4362-36722,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41611,41771,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius CL 44.4 Delta (208V),1,Trina Solar,TSM-295PA14,176,205040,58569,51.43,62440,No,No,No,No,POINT (-73.783424 42.852843)
44227,271436,,Argyle,Washington,NY,12809,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44139,,Pipeline,"Eden Renewables, LLC",Yaskawa Solectria Solar,XGI 1500-166/166 [600V],30,Vikram Solar,ELDORA VSP.72.330.03.04,22708,8359077,974173.2,7493.64,10503086,,No,Yes,No,POINT (-73.459071 43.238387)
44227,250942,,Peru,Clinton,NY,12972,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,44051,,Pipeline,RER Energy Group LLC,Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],16,Hanwha Q CELLS,Q.PLUS DUO L-G5.3 360,7479,4198000,996202.8,2692.44,3160494,,No,Yes,No,POINT (-73.544857 44.560576)
44227,66252,4260-003,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40101,40403,Complete,"Fourth Coast, Inc",SMA America,SB5000US (208V),6,SunPower,SPR-230-WHT-U,159,306037.06,109710,36.57,20573,,No,No,No,POINT (-76.094551 44.217985)
44227,265184,,Lowville,Lewis,NY,13367,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44152,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],18,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-430M,7956,3237711,1060534.8,3421.08,4794986,,No,Yes,No,POINT (-75.472278 43.798604)
44227,3069,4548-31904,Gansevoort,Saratoga,NY,12831,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41372,41484,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-3 Delta-208,2,Trina Solar,TSM-285PA14,90,127737,35910,25.65,27991,,No,No,No,POINT (-73.693309 43.188019)
44227,2881,4362-32714,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41411,42821,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,2,Trina Solar,TSM-325PD14,160,107672,70000,52,68305,,No,No,No,POINT (-73.500001 43.097845)
44227,11558,4695-26455,Schuylerville,Saratoga,NY,12871,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40940,41764,Complete,New York Light Energy LLC,Fronius USA,IG Plus 11.4-240,5,Kyocera Solar,KD245GX-LFB2,220,449995,87500,53.9,59130,,No,No,No,POINT (-73.610098 43.095897)
44227,49113,4375-003,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40177,40403,Complete,New York Light Energy LLC,Fronius USA,IG Plus 11.4-208,3,Kyocera Solar,KD210GX-LPU,168,223092,88200,35.28,37497,,No,No,No,POINT (-73.783424 42.852843)
44227,223562,,Philadelphia,Jefferson,NY,13673,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43861,,Pipeline,,Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],16,Mundra Solar PV Ltd.,ASM-7-PERC-350,8320,2670800,495040,2912,3418222,,No,No,No,POINT (-75.712864 44.161636)
44227,23181,4687-30550,Warrensburg,Warren,NY,12885,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41249,42234,Complete,"Edge Design & Consulting, Inc.",SMA America,SB8000TL-US-12 (240V) (240V),6,SolarWorld,SW250 Poly,200,311897.86,75000,50,55300,,No,No,No,POINT (-73.816906 43.539538)
