ï..Reporting.Period,Project.Number,City,County,State,Zip.Code,Sector,Latitude,Longitude,NAME,ABBREV,GNIS_ID,POP1990,POP2000,POP2010,NYC,SP_ZONE,DOS_LL,DOSLL_DATE,DATEMOD,COUNTYFIPS,SWIS,CALC_SqMi,name_2,abbrev_2,gnis_id_2,datemod_2,DESCR,calc_sqmi_
03/31/19,"71717",Carthage,Jefferson,NY,"13619",Non-Residential,43.979234,-75.608418,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"79562",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"90998",Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"89852",Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"94319",Philadelphia,Jefferson,NY,"13673",Non-Residential,44.161636,-75.712864,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"106863",Redwood,Jefferson,NY,"13679",Non-Residential,44.325418,-75.777416,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"109458",Redwood,Jefferson,NY,"13679",Non-Residential,44.325418,-75.777416,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"115469",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"146858",Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"151345",Lafargeville,Jefferson,NY,"13656",Non-Residential,44.194059,-75.949271,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"155979",Adams,Jefferson,NY,"13605",Non-Residential,43.808485,-76.053889,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"167482",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"167592",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"167425",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"170384",Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4001-33605,Adams,Jefferson,NY,"13605",Non-Residential,43.808485,-76.053889,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-22967,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-70767,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-27862,Alexandria,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-19744,Sackets Harbor,Jefferson,NY,"13685",Non-Residential,43.936538,-76.100664,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-35980,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-35959,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-22365,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-42353,Alexandria Bay,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-32201,Evans Mills,Jefferson,NY,"13637",Non-Residential,44.089747,-75.835048,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-003,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-22366,Dexter,Jefferson,NY,"13634",Non-Residential,44.009636,-76.077752,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-92282,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-19651,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4247-48391,Adams,Jefferson,NY,"13605",Non-Residential,43.808485,-76.053889,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-22969,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-23309,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-38003,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-32691,Clayton,Jefferson,NY,"13624",Non-Residential,44.217985,-76.094551,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-26178,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-35806,Alexandria,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-32944,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-19912,West Carthage,Jefferson,NY,"13619",Non-Residential,43.979234,-75.608418,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-38711,Evans Mills,Jefferson,NY,"13637",Non-Residential,44.089747,-75.835048,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-68375,Alexandria Bay,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-27954,Alexandria,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-19983,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-27827,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-23467,Lafargeville,Jefferson,NY,"13656",Non-Residential,44.194059,-75.949271,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-27762,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-27826,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-23977,Alexandria,Jefferson,NY,"13607",Non-Residential,44.317344,-75.929396,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-004,Lafargeville,Jefferson,NY,"13656",Non-Residential,44.194059,-75.949271,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-26176,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4535-26938,Belleville,Jefferson,NY,"13611",Non-Residential,43.768968,-76.134381,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4667-27439,Brownville,Jefferson,NY,"13615",Non-Residential,44.005272,-75.983333,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34363,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4697-49698,Philadelphia,Jefferson,NY,"13673",Non-Residential,44.161636,-75.712864,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34353,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34352,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4697-40957,Cape Vincent,Jefferson,NY,"13618",Non-Residential,44.116337,-76.28933,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-25308,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-28969,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-25309,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-66255,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-25310,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-59492,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34366,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34367,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4697-49700,Philadelphia,Jefferson,NY,"13673",Non-Residential,44.161636,-75.712864,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-25313,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34396,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-34364,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4702-25325,Evans Mills,Jefferson,NY,"13637",Non-Residential,44.089747,-75.835048,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4704-88479,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4736-32898,Dexter,Jefferson,NY,"13634",Non-Residential,44.009636,-76.077752,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,5172-61440,Black River,Jefferson,NY,"13612",Non-Residential,43.993709,-75.774042,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,5295-90518,Watertown,Jefferson,NY,"13601",Non-Residential,43.977155,-75.916148,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,5360-82816,Philadelphia,Jefferson,NY,"13673",Non-Residential,44.161636,-75.712864,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"72022",Copenhagen,Lewis,NY,"13626",Non-Residential,43.851021,-75.717457,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"80496",Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"96898",Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"118616",Croghan,Lewis,NY,"13327",Non-Residential,43.944401,-75.295135,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"178463",Croghan,Lewis,NY,"13327",Non-Residential,43.944401,-75.295135,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-54719,Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-60406,Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4260-54720,Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,5033-38400,Glenfield,Lewis,NY,"13343",Non-Residential,43.7377,-75.3116,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,5176-98516,Lowville,Lewis,NY,"13367",Non-Residential,43.798604,-75.472278,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,33493A-1,Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,37878-1,Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"68186",Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,33494A-1,Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,50999-1,Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,37868-1,Oriskany,Oneida,NY,"13424",Non-Residential,43.150818,-75.360631,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,49801A-1,Camden,Oneida,NY,"13316",Non-Residential,43.371679,-75.755941,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,37879-1,Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"69975",Clinton,Oneida,NY,"13323",Non-Residential,43.049079,-75.380619,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"79631",Camden,Oneida,NY,"13316",Non-Residential,43.371679,-75.755941,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"80474",Boonville,Oneida,NY,"13309",Non-Residential,43.478376,-75.339596,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"83833",Taberg,Oneida,NY,"13471",Non-Residential,43.351866,-75.607343,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"91003",Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"90997",Rome,Oneida,NY,"13440",Non-Residential,43.214717,-75.454665,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"102830",Westdale,Oneida,NY,"13483",Non-Residential,43.401053,-75.817974,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"105462",Waterville,Oneida,NY,"13480",Non-Residential,42.914366,-75.366762,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"118113",Utica,Oneida,NY,"13501",Non-Residential,43.085324,-75.228495,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"118135",Utica,Oneida,NY,"13501",Non-Residential,43.085324,-75.228495,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,"121269",Verona,Oneida,NY,"13478",Non-Residential,43.143375,-75.578144,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4001-027,Waterville,Oneida,NY,"13480",Non-Residential,42.914366,-75.366762,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4006-19409,Marcy,Oneida,NY,"13403",Non-Residential,43.161302,-75.273947,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4021-002,Clinton,Oneida,NY,"13323",Non-Residential,43.049079,-75.380619,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4116-016,Vernon,Oneida,NY,"13476",Non-Residential,43.08415,-75.514002,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4158-103,Oriskany,Oneida,NY,"13424",Non-Residential,43.150818,-75.360631,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4247-59951,Clinton,Oneida,NY,"13323",Non-Residential,43.049079,-75.380619,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4304-002,Utica,Oneida,NY,"13502",Non-Residential,43.125063,-75.202584,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4304-21813,Holland Patent,Oneida,NY,"13354",Non-Residential,43.258381,-75.263445,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4304-19930,Clinton,Oneida,NY,"13323",Non-Residential,43.049079,-75.380619,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
03/31/19,4304-21768,Clinton,Oneida,NY,"13323",Non-Residential,43.049079,-75.380619,Fulton,FULT,"974116","54191","55073","55531",N,East,,,,"035","170000",532.56515,New York,NY,"1779796",2017/01/18,shoreline boundary representation,48421.61936
